"idCiudad","nombre","idDepartamento"
"1","LETICIA","1"
"2","EL ENCANTO","1"
"3","LA CHORRERA","1"
"4","LA PEDRERA","1"
"5","LA VICTORIA","1"
"6","MIRITI - PARANA","1"
"7","PUERTO ALEGRIA","1"
"8","PUERTO ARICA","1"
"9","PUERTO NARIÑO","1"
"10","PUERTO SANTANDER","1"
"11","TARAPACA","1"
"12","MEDELLIN","2"
"13","ABEJORRAL","2"
"14","ABRIAQUI","2"
"15","ALEJANDRIA","2"
"16","AMAGA","2"
"17","AMALFI","2"
"18","ANDES","2"
"19","ANGELOPOLIS","2"
"20","ANGOSTURA","2"
"21","ANORI","2"
"22","SANTAFE DE ANTIOQUIA","2"
"23","ANZA","2"
"24","APARTADO","2"
"25","ARBOLETES","2"
"26","ARGELIA","2"
"27","ARMENIA","2"
"28","BARBOSA","2"
"29","BELMIRA","2"
"30","BELLO","2"
"31","BETANIA","2"
"32","BETULIA","2"
"33","CIUDAD BOLIVAR","2"
"34","BRICEÑO","2"
"35","BURITICA","2"
"36","CACERES","2"
"37","CAICEDO","2"
"38","CALDAS","2"
"39","CAMPAMENTO","2"
"40","CAÑASGORDAS","2"
"41","CARACOLI","2"
"42","CARAMANTA","2"
"43","CAREPA","2"
"44","EL CARMEN DE VIBORAL","2"
"45","CAROLINA","2"
"46","CAUCASIA","2"
"47","CHIGORODO","2"
"48","CISNEROS","2"
"49","COCORNA","2"
"50","CONCEPCION","2"
"51","CONCORDIA","2"
"52","COPACABANA","2"
"53","DABEIBA","2"
"54","DON MATIAS","2"
"55","EBEJICO","2"
"56","EL BAGRE","2"
"57","ENTRERRIOS","2"
"58","ENVIGADO","2"
"59","FREDONIA","2"
"60","FRONTINO","2"
"61","GIRALDO","2"
"62","GIRARDOTA","2"
"63","GOMEZ PLATA","2"
"64","GRANADA","2"
"65","GUADALUPE","2"
"66","GUARNE","2"
"67","GUATAPE","2"
"68","HELICONIA","2"
"69","HISPANIA","2"
"70","ITAGUI","2"
"71","ITUANGO","2"
"72","JARDIN","2"
"73","JERICO","2"
"74","LA CEJA","2"
"75","LA ESTRELLA","2"
"76","LA PINTADA","2"
"77","LA UNION","2"
"78","LIBORINA","2"
"79","MACEO","2"
"80","MARINILLA","2"
"81","MONTEBELLO","2"
"82","MURINDO","2"
"83","MUTATA","2"
"84","NARIÑO","2"
"85","NECOCLI","2"
"86","NECHI","2"
"87","OLAYA","2"
"88","PEÐOL","2"
"89","PEQUE","2"
"90","PUEBLORRICO","2"
"91","PUERTO BERRIO","2"
"92","PUERTO NARE","2"
"93","PUERTO TRIUNFO","2"
"94","REMEDIOS","2"
"95","RETIRO","2"
"96","RIONEGRO","2"
"97","SABANALARGA","2"
"98","SABANETA","2"
"99","SALGAR","2"
"100","SAN ANDRES DE CUERQUIA","2"
"101","SAN CARLOS","2"
"102","SAN FRANCISCO","2"
"103","SAN JERONIMO","2"
"104","SAN JOSE DE LA MONTAÑA","2"
"105","SAN JUAN DE URABA","2"
"106","SAN LUIS","2"
"107","SAN PEDRO","2"
"108","SAN PEDRO DE URABA","2"
"109","SAN RAFAEL","2"
"110","SAN ROQUE","2"
"111","SAN VICENTE","2"
"112","SANTA BARBARA","2"
"113","SANTA ROSA DE OSOS","2"
"114","SANTO DOMINGO","2"
"115","EL SANTUARIO","2"
"116","SEGOVIA","2"
"117","SONSON","2"
"118","SOPETRAN","2"
"119","TAMESIS","2"
"120","TARAZA","2"
"121","TARSO","2"
"122","TITIRIBI","2"
"123","TOLEDO","2"
"124","TURBO","2"
"125","URAMITA","2"
"126","URRAO","2"
"127","VALDIVIA","2"
"128","VALPARAISO","2"
"129","VEGACHI","2"
"130","VENECIA","2"
"131","VIGIA DEL FUERTE","2"
"132","YALI","2"
"133","YARUMAL","2"
"134","YOLOMBO","2"
"135","YONDO","2"
"136","ZARAGOZA","2"
"137","ARAUCA","3"
"138","ARAUQUITA","3"
"139","CRAVO NORTE","3"
"140","FORTUL","3"
"141","PUERTO RONDON","3"
"142","SARAVENA","3"
"143","TAME","3"
